10000 100000
9603 9605 6
567 9613 9
3791 8234 6
1281 2781 4
2050 218 1
7445 6629 1
4814 3046 3
8229 5957 10
423 8856 5
8493 212 4
6021 2792 6
227 7359 5
4616 5602 6
6560 9552 9
6731 2236 3
6781 8376 7
8541 131 7
7381 9507 9
7891 3840 5
1679 9026 4
4511 6372 8
9198 4641 2
3353 8198 7
9962 9299 8
317 5088 8
5928 6833 10
8874 6031 4
4146 2532 4
7131 1776 5
1525 3615 5
3004 117 3
873 5584 7
9253 8169 7
6233 4973 8
145 319 7
1391 9127 1
3057 1538 6
2152 3800 8
7625 4728 3
8041 1367 5
2934 6948 3
8326 6393 5
5675 8140 4
9033 7648 7
9805 3647 9
732 7295 7
4394 1151 5
5086 6261 2
5261 1935 9
9866 7692 3
776 3465 2
7314 8735 2
9845 6397 7
8049 4376 2
988 4662 2
6445 267 10
9074 8660 9
4763 9783 5
5988 5740 7
979 7658 3
8632 2213 2
8209 6055 5
8107 2544 10
3979 5699 4
8265 8696 8
1849 7214 7
2181 7690 1
9012 7665 6
2984 9003 8
9593 843 4
2201 7768 2
7561 2647 10
7033 7789 4
3293 1025 7
7315 9597 7
2842 38 7
2571 2267 10
2751 4275 4
5709 6930 5
2072 1578 9
2002 9825 4
4951 1017 5
2979 7973 6
9958 6591 7
2414 8416 6
2574 2280 1
7662 291 4
1279 2431 4
3367 8327 5
2528 1352 4
9509 444 10
6906 850 1
5530 1104 7
1979 8609 3
7881 9038 7
1971 1807 4
8717 5778 8
3346 7441 8
1252 2386 8
4843 9310 4
5753 9920 10
8954 6754 8
551 2329 3
1699 1129 7
3035 5259 8
7301 619 9
2766 6651 7
3258 6301 4
4810 6382 6
557 7992 1
716 5611 1
3209 8260 7
4475 1144 9
1839 3745 10
4508 1904 6
767 8894 5
6586 6245 10
8908 2754 5
9476 1060 10
4502 3875 2
9005 6121 1
1150 397 3
6163 8089 2
3966 2689 8
4271 9856 5
1039 1501 10
6132 1271 3
3118 7596 8
40 8027 3
6756 3763 6
5512 6106 3
159 9231 3
895 3297 9
9270 1465 6
7041 4546 4
1567 6767 6
8479 4029 3
5010 3265 4
238 8071 1
8610 1645 7
7311 7419 3
2864 2051 10
6253 6728 1
4881 2442 8
6668 8462 5
1622 5878 3
7265 6846 5
937 829 5
9440 7637 2
1301 4048 7
2339 5978 3
4927 9928 4
2406 713 9
4724 8242 5
8095 9854 9
6701 3150 10
2939 8863 6
6013 7930 1
167 4338 2
7800 937 6
6430 2872 8
1003 5771 10
4116 5939 1
9718 1559 6
8578 4218 7
1801 1146 3
669 1539 3
3605 5966 10
5713 7983 3
8276 8907 6
7970 1607 5
9947 547 1
2758 5132 7
1509 3420 7
4458 5324 2
135 4108 6
2061 3712 6
7975 1927 5
6585 1284 9
8320 8860 9
9955 9174 5
6496 3781 6
2887 1480 1
4924 3009 7
239 3637 7
8665 1311 10
9805 3349 7
3436 8542 9
870 9942 7
1889 1070 8
1601 2703 1
1461 9435 8
8169 2367 9
6972 8144 9
2186 1039 6
1544 2144 8
1782 6896 10
8798 7199 4
221 5095 5
4069 7997 7
2106 1910 2
6444 1485 8
291 1 2
3799 3731 3
328 9329 7
9172 2381 3
9629 2275 3
6225 7077 5
8421 4011 6
4153 2389 3
5411 1046 8
7274 2512 5
8930 5841 4
4352 7787 3
2924 552 9
1488 8369 8
484 9143 5
7892 7733 10
4381 2555 3
5849 3123 3
7843 7356 7
6011 8454 3
1224 7382 6
8954 3687 4
4853 7506 6
8777 9024 4
7270 3392 5
6289 6794 4
8608 1710 3
3894 8151 5
5978 1919 8
319 600 5
3851 790 5
3608 323 3
5045 3758 3
1862 7594 5
9508 294 3
2698 2936 4
4203 6112 2
9705 7554 4
5092 7496 7
3227 9337 6
4772 7773 9
4995 5300 7
350 40 6
6148 153 6
483 7829 10
9200 8697 8
1824 6719 9
5980 8765 7
8939 1302 3
8005 2291 3
8495 6081 2
2204 3541 3
413 5178 6
4731 2298 4
8236 6021 5
7100 859 9
5539 7165 3
2830 2818 6
496 3051 8
6513 6017 5
311 1440 5
730 464 3
8319 799 6
5824 1894 2
8608 8373 8
6064 6409 4
7871 7723 10
5086 9347 8
6655 9108 2
1645 9926 2
9142 1252 8
2661 1047 3
297 3370 10
6050 7769 5
3107 7756 1
1977 524 3
3698 1685 9
6995 3105 9
3150 9308 9
7627 4088 8
8797 4396 9
4091 2446 7
1904 9812 4
1742 3561 4
4186 8969 9
2964 6457 3
4240 4799 4
6426 2684 4
4165 8595 2
1672 5945 7
5001 4898 2
1734 4149 10
6225 5944 7
1450 31 10
2630 7616 4
3132 7852 1
4741 433 5
5386 8630 2
3515 4110 2
3403 7238 8
6023 1092 7
5731 4928 10
9350 9948 1
5858 6681 6
5622 9270 3
245 7276 10
74 5763 2
4709 5045 6
2078 670 8
7483 6123 2
6981 3113 9
3910 8477 2
7548 3623 5
192 383 10
188 9812 4
2184 6816 10
7972 2134 2
9201 2334 2
6699 4033 7
3531 1001 2
59 9909 8
915 2340 7
3029 1936 1
5378 4889 5
5625 8649 3
5553 7085 4
9482 8981 7
4855 5025 3
880 4118 1
5464 9978 1
9987 5780 9
3799 7426 7
7915 9117 4
6281 450 3
5246 9601 7
6835 8100 5
9183 535 5
2411 2666 4
7925 520 10
2805 3601 7
5083 9697 5
643 397 5
182 8702 9
3881 6465 1
770 3998 8
9728 5872 2
2359 3330 7
2804 9028 5
689 1192 8
2173 486 8
5512 6191 7
2316 4076 6
7176 4013 5
9875 6736 9
1107 7387 3
2366 5699 4
5039 3568 10
9957 7308 8
5763 860 6
915 9346 1
514 308 4
7009 9989 5
8465 5129 6
5319 9195 10
4093 7184 5
3008 9758 4
8710 1415 5
4744 1876 2
9507 6437 8
507 4223 7
1040 9295 7
505 8550 9
2340 9826 10
2085 7959 3
2639 4069 10
6573 9624 10
426 7047 4
5180 4020 7
6630 7281 7
6088 1690 10
2574 3504 8
4734 6296 4
8015 2394 6
6782 9682 5
4831 2850 6
1864 5569 2
1362 7419 10
7122 9984 1
3547 8179 8
8584 1113 5
3447 3727 1
3923 5717 2
1119 1964 7
2607 7912 6
75 5175 3
5819 4236 1
7221 4239 1
9109 4634 1
2059 9556 2
2562 1696 2
9889 8688 6
568 7615 1
1427 5707 8
6216 9702 10
8955 3687 3
1365 4205 9
3366 479 6
3808 3430 2
2577 8443 10
1670 8598 10
3018 6692 4
6158 2786 4
3515 8561 6
1765 7917 9
8662 8673 3
8655 3740 5
4255 5087 7
6385 6724 7
40 9338 9
4737 8200 10
9504 2922 2
9884 8742 1
9403 8385 5
5373 6619 2
6563 6294 4
3816 9621 5
8987 9368 7
1914 7351 6
102 7752 7
6416 5990 4
7416 8397 8
5719 4529 2
6219 3853 4
7363 5198 4
7174 9426 2
7432 187 5
1699 9714 7
2547 5541 2
962 6850 4
7776 5834 8
137 8999 8
6551 9877 6
5500 4520 2
4358 7566 4
4860 7802 1
23 911 5
3984 5748 1
4627 8523 10
5755 5122 4
3950 2349 4
5357 644 4
5287 429 1
6100 8775 5
1491 6322 2
7776 9733 5
340 1926 5
7108 721 1
8146 1784 2
7239 9918 1
2584 3668 4
8492 598 7
2775 6274 9
2768 5059 4
8182 8077 7
6045 6600 7
8104 9959 4
9301 376 3
3060 2401 10
7580 2502 8
1162 2317 7
2398 696 5
8997 5504 8
3660 6644 3
348 7325 8
3721 9534 2
4093 218 4
2614 1734 10
5761 9720 1
2618 8501 3
8599 8200 6
9779 3838 6
4633 2024 4
5996 9825 7
2151 3486 10
9861 4609 9
7169 3683 1
934 4471 7
4669 7221 8
8847 8888 2
905 6672 2
7924 160 8
3750 1937 5
6913 9085 8
9646 7152 2
1915 8862 2
8457 1327 1
3320 8371 4
4751 2146 9
8557 3443 2
4959 958 9
2316 2817 3
904 6947 8
1558 1892 4
4389 1687 4
3892 4504 2
5835 7343 10
8658 6858 3
8282 2075 5
6896 8841 1
4716 6355 10
9639 6084 7
4142 9554 6
5038 136 2
5633 2072 8
1051 4274 3
8783 1416 1
839 9005 10
4996 1807 5
804 2362 7
7398 3908 2
1773 3044 10
579 8288 9
5344 2098 6
712 2153 3
5880 8052 2
6453 8357 2
390 9147 7
679 2127 1
5216 3132 1
5395 514 2
3648 4034 2
6762 6474 1
3849 6812 3
1000 5713 6
3596 4360 10
8668 5778 4
6749 2412 7
471 7086 5
9081 8413 8
4017 4600 4
1960 1367 2
1442 7061 2
1355 2702 6
2436 8690 6
7915 9480 3
8042 6851 6
6289 3501 8
1693 7418 3
7792 1160 3
649 671 9
1388 6021 10
5835 2845 3
8851 3331 6
6521 8010 1
1188 1178 9
6945 6183 3
2491 4449 7
5800 4017 8
8215 804 7
7437 5605 5
3747 155 5
9936 1271 3
1920 7959 4
84 8224 3
5586 5161 3
3009 2316 9
6902 1649 10
5378 643 8
3247 8127 2
7039 4420 7
2901 9238 8
771 3043 1
9271 2763 4
7657 3516 9
8172 5273 2
6840 1388 2
8273 5015 2
9944 7462 6
2563 7716 7
724 6259 1
6008 4893 2
3760 7668 10
1317 7790 8
276 4616 10
1918 690 6
9770 3907 7
2678 8652 3
5176 968 9
231 9998 6
8919 6504 6
6665 2993 10
5877 5349 2
4518 4834 1
1739 872 4
2904 5587 6
1251 4044 8
3340 1512 9
6009 6192 8
6708 8094 10
7691 8291 3
735 6332 1
5236 6115 10
2990 7185 1
7194 8771 6
8615 6650 2
3540 8843 6
1498 4407 4
4294 2232 2
2393 5462 4
1974 6001 5
4820 1504 9
929 9249 7
8265 5517 7
185 3434 2
4223 9187 7
6335 7067 8
5608 9201 8
6320 3993 7
9856 3291 6
5424 8457 4
1760 7040 8
7315 6686 6
5343 5308 9
5924 6989 6
8287 3157 7
4706 3423 5
9250 380 2
4006 4723 5
7866 3634 4
1258 7876 1
5998 2257 6
1772 579 10
9201 5895 4
3427 9159 6
3203 6481 1
4123 1547 4
3060 4604 3
487 5809 2
4291 8333 10
1645 143 9
2037 2770 3
5479 7568 1
5738 8847 8
8881 3695 4
4838 5304 7
6541 5428 7
8667 807 8
3713 8327 4
7109 961 5
3894 2368 10
2684 5167 7
1445 1705 1
9119 6262 1
4445 8949 2
2497 4235 8
7585 8890 4
6247 3923 3
4545 1729 3
1405 2651 5
6597 5884 5
749 5640 8
3436 8058 8
1834 5620 6
5474 9744 2
5861 3095 1
4089 6036 5
2008 5584 9
2227 6381 4
1531 6224 2
6601 2732 4
506 2318 2
9653 6812 5
8392 4574 8
5117 6319 5
7756 1114 10
4258 2283 6
8331 3753 10
2912 9648 10
7644 1778 10
4114 9883 3
1298 1140 10
7588 2522 8
9907 5545 6
1575 7471 10
8194 7783 6
5971 6695 4
975 7477 10
9350 6437 7
6603 7113 2
3265 4134 8
3837 196 2
2631 8631 8
2734 6891 6
7132 8770 5
8920 3010 6
1892 3281 7
7244 7781 9
2642 8279 8
6503 1699 5
6309 1947 1
4819 2271 1
7033 7475 5
1703 4211 9
1919 757 8
8089 8198 2
1601 9541 8
8190 7469 7
5222 7332 1
9519 5833 9
8594 7574 4
5097 1311 3
3068 6461 6
499 883 7
3532 1486 9
4110 5210 1
1208 1390 2
2848 8376 7
9367 6800 8
1146 453 4
6737 2872 6
5985 5407 4
6701 7810 1
5460 283 8
8414 3905 5
7725 5173 10
6207 8460 6
723 875 10
4880 8829 7
1028 3450 6
8977 3786 10
9448 5270 6
8340 2763 1
1692 8820 7
5758 332 2
3523 7420 6
2883 5014 3
236 3020 10
314 4687 5
6759 3315 2
6944 2193 10
9082 4182 10
8531 3329 5
9324 2418 5
8862 2815 10
1586 2475 10
9858 3538 4
695 8583 3
2790 4224 9
1423 2175 8
4716 4883 9
9048 5056 9
7404 1647 5
9065 6781 5
8242 4953 9
2818 1098 3
1492 3103 7
7054 7682 3
2019 9775 3
9578 3255 1
8939 6711 5
9450 781 5
7929 658 8
875 743 7
313 1356 9
1475 7800 8
4421 4748 6
8274 8425 2
3262 8552 6
5806 5521 2
4979 1466 9
9696 294 6
9791 2783 1
5531 3453 4
2297 1890 6
8769 517 4
5918 9840 9
2391 9708 9
7093 3090 3
1939 727 5
6103 1072 3
8703 5315 4
472 5689 3
9975 638 8
8735 2352 4
9628 3912 4
8722 5016 5
4270 4363 5
6846 555 1
1443 8223 7
8245 37 2
7674 4288 4
5067 4688 10
4072 9926 2
1518 4369 4
9078 3752 10
8711 8661 7
503 7869 6
7421 3531 7
304 4062 5
1040 6665 4
5091 4009 10
8764 3171 7
7440 6047 5
7594 444 9
7308 3159 7
3107 5299 9
6235 8869 8
1116 3248 6
4786 2273 6
7781 3708 9
1340 7300 2
5009 3274 1
8165 8940 8
1957 605 1
4960 997 4
5508 7944 1
6805 6648 2
2588 7971 8
7101 925 3
4529 7555 8
4553 4848 8
797 6666 3
1086 2263 9
9328 7026 8
7215 4537 4
3631 7710 8
7923 1316 5
6763 2230 9
928 2743 3
267 9777 1
8186 1779 6
2445 8181 1
3857 8235 4
484 3723 9
4948 222 3
950 884 8
5747 2782 10
2 5966 4
7138 2222 1
5515 7452 6
1439 898 5
7663 3943 4
5668 21 10
849 1393 4
1554 7458 7
2417 5218 4
8592 2913 5
1454 2604 1
7633 1897 2
753 4686 6
5694 4689 3
6672 3407 10
3205 7635 5
8121 1202 3
8604 8562 3
2490 6140 8
9539 9046 4
648 8230 4
101 6959 9
6807 4817 7
7967 692 6
1534 7713 7
420 1543 10
1530 177 4
9210 1964 1
1566 8148 4
1763 746 9
2809 5194 1
4903 3605 8
2688 379 5
3950 4632 7
4847 9975 9
3175 3999 2
4592 1545 9
3245 9977 2
2355 1275 10
5499 2252 4
6646 2831 5
1130 9432 1
3370 6616 2
6892 2303 5
6757 7472 2
6375 8241 5
7738 3150 3
9975 5473 2
6575 5228 3
2544 3773 10
3548 5206 5
8693 58 8
6711 6899 4
2580 6918 3
4539 4129 8
206 2425 2
7526 8395 6
4194 9976 1
8968 465 1
8252 8651 8
7087 9583 7
3197 2542 4
9936 747 9
1667 5147 8
5395 6076 2
3102 6871 6
3748 9817 6
4647 8589 10
8339 7235 6
6826 5056 10
1717 8402 6
6079 8872 9
9922 4869 5
1169 7918 7
3870 9735 1
3724 6790 9
2042 2115 3
1261 7504 5
5976 4855 6
8919 8358 8
9183 6023 3
7952 9684 1
4741 4774 3
8782 3151 10
1454 3784 8
8462 9239 4
1811 9937 6
89 2251 2
8945 4523 2
1284 7054 7
738 6224 8
367 8073 7
9999 5017 4
568 3765 4
5372 1260 4
7236 8785 4
8351 5151 7
9406 7077 9
7761 8361 8
4165 3904 7
3597 2625 2
9262 90 5
2072 823 5
6516 9302 8
3858 894 2
261 2091 5
6269 629 4
6706 719 2
1206 8931 10
3729 6878 9
8855 1323 8
4179 5354 9
9069 4224 3
6148 1403 4
9171 9432 10
2822 7243 4
4345 9 3
1316 3410 2
2661 8654 4
2969 5193 5
2793 4333 8
1411 7555 8
6121 7938 5
6398 37 3
2977 5246 6
4522 7488 10
1887 1590 7
8118 9964 4
8120 2735 6
7446 3859 2
4717 8486 9
8154 725 2
5300 5378 3
5396 1660 10
8147 997 7
4122 8537 2
3985 6070 6
8427 1531 9
104 8276 1
5574 5006 5
8345 4701 7
4176 6897 10
3929 5853 3
4929 6483 3
2858 4334 6
2073 5002 2
5470 9458 3
4203 8651 1
935 6195 2
1772 3768 8
3349 5896 3
5144 996 10
6301 6474 8
2853 7179 8
6104 8451 1
9442 4082 10
9221 8725 2
8906 6857 3
236 4993 1
6165 2763 6
9646 8435 1
9817 2903 6
3449 9965 9
2208 8365 4
4609 6277 9
7101 1083 1
7564 7450 10
5217 9798 7
6494 8814 2
987 3358 4
6675 2855 8
7776 8215 9
770 7979 6
3209 3748 1
1171 4907 7
2856 8557 8
7800 5450 4
5144 1288 10
7267 6899 7
6659 8105 10
1832 8887 7
1793 7488 1
1327 7116 5
1902 9481 6
5240 9226 8
8347 8546 4
5861 5340 9
1827 5648 7
1338 6565 1
5676 3688 5
2 6182 7
8238 9904 6
1438 5033 4
3277 3080 9
6714 7541 3
2123 6347 5
9531 8218 2
7861 2490 10
1988 7006 9
9828 9615 5
3660 3127 7
2075 4429 2
9055 6199 10
4038 7177 10
1249 9331 3
2645 9243 5
2477 1245 8
4944 736 1
7220 8175 10
8302 203 3
1847 5913 3
5719 2634 8
6932 6906 7
6240 1796 10
4067 9896 7
4355 7697 4
6366 8329 8
4418 7205 7
3585 9802 7
7237 8794 1
1667 7577 7
3439 1466 7
9461 2392 1
1767 6079 4
6688 4500 6
8187 2747 1
2238 4055 9
6650 8922 6
127 3277 7
7589 8818 7
9429 1689 10
5470 4327 2
2181 7914 10
9295 5511 1
1555 6597 6
5394 4668 3
4620 3514 4
3148 4945 5
1954 7175 3
6307 7331 1
4404 9253 8
6608 8140 4
8263 4313 10
4766 1460 10
6680 1441 9
7544 6163 5
842 8346 5
576 2758 6
3856 8187 4
3338 8392 6
5287 5989 9
9195 447 9
4236 5067 3
5772 939 5
5757 6944 1
4264 7576 1
4174 9801 3
7284 2928 1
197 5050 7
2550 2082 8
6844 8471 10
1011 4844 2
1313 9429 7
96 8169 8
616 339 8
1602 2409 1
5189 4174 1
1041 3855 8
8982 4277 2
3307 205 5
4035 5733 5
2258 8937 9
2007 6103 6
6642 6843 6
374 6573 5
837 5230 4
1987 9055 7
2993 6856 10
7296 5098 8
6591 2144 7
478 5851 10
1619 8756 6
300 2319 10
3842 462 10
7484 3045 10
9354 4589 4
5977 928 9
5443 9045 4
1102 1349 5
109 5087 2
1696 2319 6
3086 1883 2
3371 8688 3
173 2921 5
7013 3246 6
9396 3099 5
2319 5733 5
225 1511 6
8697 9666 8
9087 7680 4
3409 7955 5
4457 3916 4
5777 7654 3
6767 6898 7
7993 877 8
8792 4854 10
4916 2182 9
860 1016 4
9039 8177 7
4937 9503 2
4649 8333 5
7747 6907 5
9987 23 5
7782 834 4
6024 5301 8
6904 5934 7
2628 8145 1
2492 3071 7
7134 200 5
947 6558 6
684 2884 8
730 4658 5
2959 1181 7
5936 9650 2
199 7019 3
6087 508 4
7703 8383 4
3255 5615 2
3939 4285 6
4885 1478 1
2107 7597 7
7117 2123 10
9610 6509 2
5022 1178 8
4001 5874 10
9049 7593 3
5424 7277 3
8768 2375 3
1703 8937 5
7766 437 8
9264 7579 7
244 2588 4
8268 6798 8
717 1080 4
8718 4837 7
5288 9295 4
4334 6011 10
2263 4696 3
9784 3472 3
693 1351 3
200 8260 4
7251 9666 5
4421 2077 2
4680 2377 4
731 8614 8
5731 7210 8
5927 3515 4
8027 5420 2
2106 2972 6
1715 9755 2
3455 8810 8
8783 5771 1
6900 7019 8
8338 5802 6
1759 6287 3
6799 1168 6
5619 501 4
65 9829 4
7009 3662 6
4670 940 3
7104 8447 8
2105 4867 2
6593 1672 8
774 4589 3
9540 2268 8
8922 8336 8
51 3816 1
6506 8491 1
6818 6074 10
4481 7633 2
7144 1902 7
4411 7343 4
2633 2890 10
3354 845 5
6236 1796 3
6695 7749 10
5649 4197 7
171 5415 2
6505 6430 1
4541 1487 7
9954 303 5
586 425 8
8468 9178 9
2259 4761 9
1776 1708 7
3195 2784 10
2825 4871 10
1226 1367 2
5412 8414 9
3878 132 3
5784 2210 2
1525 9808 10
2179 5149 6
4735 2043 7
1146 8445 3
9258 3690 1
7207 6964 2
7565 5616 7
8442 7786 7
6421 9638 4
3483 6158 8
4209 4724 5
541 4233 4
7863 4156 10
4272 9284 5
7634 5885 6
9567 8399 7
1617 3024 6
3177 29 3
4823 1535 5
2983 2196 10
7220 5578 8
8231 2608 1
4489 9157 4
5423 5195 4
4753 3774 4
5398 7065 8
5315 9006 1
1718 1135 4
3001 6187 7
6918 3250 9
8342 6085 2
6033 7531 7
8239 8461 9
1239 7815 6
1986 4733 2
4207 1581 10
2011 8196 1
7884 5498 7
8273 5589 10
953 4125 8
4644 6199 5
1541 999 7
2724 5440 6
4548 7342 6
5438 1691 3
1374 9225 3
7696 7505 10
1219 3039 4
5570 3099 10
2576 7007 5
353 8496 3
1086 613 6
6169 6702 3
2137 5446 10
5070 4381 3
526 1836 2
7282 9448 8
1465 2565 4
5461 3269 5
6236 6356 1
9229 9752 3
3946 9140 1
5659 3936 9
2632 867 5
9924 5930 8
1863 6419 9
1488 4889 2
3448 8625 5
8076 1745 10
7283 4073 5
4150 3844 3
5460 9373 9
1594 5434 1
4080 2358 9
2707 2701 4
3636 3857 5
7701 7989 10
7878 2320 6
7696 7483 5
1760 5521 4
5171 2796 2
2585 1455 8
7236 2971 3
5102 2300 10
3208 9041 5
8554 6234 8
3059 5686 6
5488 3077 7
5748 9337 6
4661 7897 2
8575 326 1
1508 7071 9
6879 379 7
1222 2507 9
2816 510 4
386 7375 5
3193 9440 4
1087 1686 3
2064 4077 7
2872 7411 4
8896 1673 1
5072 1397 2
4827 5152 4
1230 6349 7
4219 2290 6
2850 7074 3
4165 1069 3
715 4930 9
4722 8131 1
6383 4762 2
172 7540 6
1041 2325 2
9701 6498 4
2258 6970 2
9141 8939 10
8295 96 9
54 9400 6
5797 8020 8
5297 8964 6
9648 7409 2
187 9461 7
9013 2170 7
8161 5276 1
9190 173 4
9881 1869 5
3924 2942 9
5298 3630 4
6828 6754 3
8443 2007 7
5030 370 1
9566 6027 3
1395 8116 10
4783 7357 4
5920 1159 1
3647 2154 7
6702 3869 6
7365 7282 7
9538 2813 10
5450 87 10
3819 811 4
5900 9234 3
1930 9375 4
8064 8763 9
210 1225 1
1102 6977 7
8456 5732 4
3577 3496 9
2702 8800 8
6037 3147 2
4335 1722 7
3330 9410 6
686 8420 5
2221 6700 2
8395 3093 1
1159 2215 7
6812 8286 9
3865 6898 9
5654 1213 9
5208 6135 2
5177 4609 5
8083 4543 8
4482 145 3
8709 4275 5
5873 2598 6
8970 8838 9
1856 8665 7
240 4864 8
839 2784 9
8260 4312 5
8875 5224 3
7832 147 6
7628 9250 5
9083 8459 3
5114 9677 5
2567 8184 3
7313 7324 1
8222 9509 1
1490 7932 10
4306 7735 3
6760 2197 9
3652 3012 9
7713 1945 6
7207 4051 10
124 608 1
8629 5578 8
1941 1092 1
6840 7562 5
2923 8162 8
8777 1154 8
4538 443 1
4319 5697 3
7961 3029 2
1098 8341 9
616 5887 6
4643 8357 9
259 3802 9
9273 9470 3
8603 9343 8
5812 1842 2
4274 5565 1
7157 540 1
1496 7167 1
2734 9034 5
4129 2496 4
9382 2815 5
1206 5318 7
3910 2003 10
1155 8685 6
1134 7886 5
9656 8060 5
6143 6830 4
9965 3689 1
9006 6111 4
3122 3572 5
5892 6864 9
9147 9226 8
3416 2432 8
8666 2744 9
5306 7691 8
2722 3153 7
1733 31 8
7090 8190 7
4203 6658 9
4046 1448 5
3461 338 4
9062 2947 6
3437 2480 3
5717 7588 2
2518 2925 3
3553 2511 4
3994 5190 5
5960 7689 7
6532 8647 3
3859 6583 4
6 9831 7
6218 4114 1
6268 2666 9
4465 9967 3
9296 5082 8
1966 5274 6
43 9875 4
9357 2209 10
7253 1264 1
1829 8133 6
6945 8397 1
6487 2839 9
4811 7248 6
8759 6496 5
6351 9380 5
6645 5985 2
9132 1368 10
770 6138 4
7274 6872 5
2056 5306 10
2671 6293 3
909 4331 9
7276 8880 1
8364 2404 1
1563 3583 3
2043 7800 1
8886 4187 10
5880 7610 9
7019 2103 2
2442 4287 2
7356 4571 2
5335 9874 1
927 2874 9
3605 8073 5
540 6744 4
2253 4780 3
3089 1520 4
6168 132 3
631 8510 9
2705 7181 10
7182 1524 8
5844 6989 8
870 6168 9
7305 9658 3
7365 6151 4
8086 9957 3
9064 7883 10
704 5499 1
7168 4055 5
4097 3526 4
2066 5188 1
9241 7540 2
7238 5045 4
1561 8202 5
1701 4087 10
3094 4737 6
3490 1951 2
6620 3385 1
7105 5334 8
8555 9428 9
1002 1562 2
9395 7480 4
5809 480 8
1292 9648 4
7374 9840 6
6144 929 8
6183 5918 7
6236 6610 6
4724 7635 4
3503 7616 5
6917 9888 1
9345 7874 2
8710 4576 2
2238 5821 4
2481 6521 4
5485 1026 5
6407 1247 5
6996 8459 10
1317 8128 5
9246 4854 6
8602 2075 2
5059 3969 8
920 5502 2
4521 9463 6
5896 8850 6
3138 7500 5
1359 5071 10
9099 5284 1
892 7381 7
7456 1450 7
1016 6312 6
8482 3361 2
9059 8270 6
7748 8990 8
3485 6954 10
9240 7637 8
6304 6094 4
613 5278 3
7959 286 3
2572 2827 3
3420 3608 5
7994 8841 4
7024 5007 5
8929 8042 10
3165 7470 1
7075 7195 8
8783 1572 10
2580 2287 8
5980 8289 5
5219 3604 5
7352 9364 1
5116 7116 1
9323 6227 1
7789 6447 5
987 302 2
2491 2843 10
2931 7534 6
9981 8334 1
52 495 7
2288 2381 1
154 9735 5
1019 6425 1
3544 3874 7
8729 7589 1
276 4659 8
1503 1988 1
1540 5232 4
8607 4249 4
4887 699 10
5499 9057 10
1887 4446 4
5649 4421 10
7311 2910 2
3607 5037 5
4533 7485 2
9792 8822 8
369 9926 10
6741 1128 1
6408 9110 10
9321 4733 10
6797 528 4
7364 8837 7
7397 4264 1
4832 3722 8
7558 9794 1
1928 3459 6
535 2447 4
4753 5833 7
1907 8389 8
1632 8699 6
1034 6068 9
9412 648 3
1762 16 2
9876 5912 2
3624 6233 7
6403 2829 7
517 998 3
3677 6431 9
1442 8098 2
8043 8725 2
7386 5585 7
2253 6708 7
6552 2128 4
1998 6822 7
6822 7524 3
9959 1745 3
9737 2043 8
2777 189 7
277 6128 5
2002 576 8
7380 6957 8
4615 9451 7
8209 647 1
876 8775 7
5199 1488 4
9366 4143 3
4808 7672 5
413 5404 6
5234 6477 9
7193 634 1
7737 1251 6
6108 5859 6
4417 3050 6
4906 349 1
4165 8715 7
7245 5827 7
8860 2893 6
2728 267 6
5839 2537 3
355 3652 2
6748 479 1
1813 2438 6
9961 9291 3
7300 4163 8
984 8521 7
8943 8231 8
2940 7099 3
5652 2042 5
1840 7781 1
4736 9062 3
9263 1479 7
9383 1546 3
4091 5009 2
4004 650 6
4622 8814 8
932 3364 8
1263 9173 1
6862 2367 9
2633 9557 1
4242 3204 4
4756 6105 8
5517 6600 6
4385 1264 3
807 9295 6
8023 7595 2
8339 7922 1
759 1323 4
3303 110 5
5482 5476 4
5854 816 3
5235 7882 10
1800 7486 3
5618 3703 10
6505 4647 4
4172 2506 5
3146 9791 3
5931 7375 5
9932 7082 6
7953 3021 7
3516 4534 7
9547 6012 3
198 5030 8
1085 6370 2
5462 9985 10
4497 6097 6
4025 7721 6
3212 5063 4
130 2912 3
7708 1980 5
5937 3380 9
1515 3247 9
8506 8871 9
5040 6611 10
1697 9811 5
1546 6248 3
6912 6252 2
5397 7380 7
7759 6434 5
7760 2441 3
1784 8622 9
812 8304 6
5919 1890 7
5031 3861 4
1736 5405 10
918 7195 10
8850 9489 10
7162 6010 4
5337 3433 2
5140 1337 3
9592 3476 4
6414 9030 8
725 985 9
4265 6508 2
7743 7394 10
4870 7225 9
9141 6278 1
4841 9822 4
2938 1061 1
6836 1238 2
7435 1729 4
7555 7804 7
9101 9998 1
2740 85 2
4996 2295 7
5040 7929 2
6151 3922 4
9617 1276 10
8706 2158 1
7127 4048 7
1955 9792 7
39 3112 5
202 9479 5
9505 621 5
1589 2829 9
2115 2695 1
3634 9448 1
5455 1336 8
5460 4995 5
9528 2170 7
3706 5860 8
8619 8593 4
7995 8987 2
6320 3318 6
260 9926 3
3157 4218 8
5840 4136 1
1831 8036 7
908 2507 3
9455 6890 10
6471 1513 8
3899 1849 9
8786 1592 4
7749 5622 5
5066 750 5
379 9003 3
5826 8712 2
5476 4718 6
4984 2691 2
2446 1553 6
3350 3285 6
9176 5569 9
8135 7051 8
9392 5833 7
9413 420 6
7487 6941 9
6875 8840 9
5683 5076 9
4850 8110 10
3439 9005 8
7329 894 9
3233 6554 3
